コマンド名,ID,targetAngle
RelativeAngle,234,234
RelativeAngle,235,235
RelativeAngle,236,236
RelativeAngle,237,237
RelativeAngle,238,238
RelativeAngle,239,239
RelativeAngle,240,240
RelativeAngle,241,241
RelativeAngle,242,242
RelativeAngle,243,243
RelativeAngle,244,244
RelativeAngle,245,245
RelativeAngle,246,246
RelativeAngle,247,247
RelativeAngle,248,248
RelativeAngle,249,249
RelativeAngle,250,250
RelativeAngle,251,251
RelativeAngle,252,252
RelativeAngle,253,253
RelativeAngle,254,254
RelativeAngle,255,255
RelativeAngle,256,256
RelativeAngle,257,257
RelativeAngle,258,258
RelativeAngle,259,259
RelativeAngle,260,260
RelativeAngle,261,261
RelativeAngle,262,262
RelativeAngle,263,263
RelativeAngle,264,264
RelativeAngle,265,265
RelativeAngle,266,266
RelativeAngle,267,267
RelativeAngle,268,268
RelativeAngle,269,269
RelativeAngle,270,270
RelativeAngle,271,271
RelativeAngle,272,272
RelativeAngle,273,273
RelativeAngle,274,274
RelativeAngle,275,275
RelativeAngle,276,276
RelativeAngle,277,277
RelativeAngle,278,278
RelativeAngle,279,279
RelativeAngle,280,280
RelativeAngle,281,281
RelativeAngle,282,282
RelativeAngle,283,283
RelativeAngle,284,284
RelativeAngle,285,285
RelativeAngle,286,286
RelativeAngle,287,287
RelativeAngle,288,288
RelativeAngle,289,289
RelativeAngle,290,290
RelativeAngle,291,291
RelativeAngle,292,292
RelativeAngle,293,293
RelativeAngle,294,294
RelativeAngle,295,295
RelativeAngle,296,296
RelativeAngle,297,297
RelativeAngle,298,298
RelativeAngle,299,299
RelativeAngle,300,300
RelativeAngle,301,301
RelativeAngle,302,302
RelativeAngle,303,303
RelativeAngle,304,304
RelativeAngle,305,305
RelativeAngle,306,306
RelativeAngle,307,307
RelativeAngle,308,308
RelativeAngle,309,309
RelativeAngle,310,310
RelativeAngle,311,311
RelativeAngle,312,312
RelativeAngle,313,313
RelativeAngle,314,314
RelativeAngle,315,315
RelativeAngle,316,316
RelativeAngle,317,317
RelativeAngle,318,318
RelativeAngle,319,319
RelativeAngle,320,320
RelativeAngle,321,321
RelativeAngle,322,322
RelativeAngle,323,323
RelativeAngle,324,324
RelativeAngle,325,325
RelativeAngle,326,326
RelativeAngle,327,327
RelativeAngle,328,328
RelativeAngle,329,329
RelativeAngle,330,330
RelativeAngle,331,331
RelativeAngle,332,332
RelativeAngle,333,333
RelativeAngle,334,334
RelativeAngle,335,335
RelativeAngle,336,336
RelativeAngle,337,337
RelativeAngle,338,338
RelativeAngle,339,339
RelativeAngle,340,340
RelativeAngle,341,341
RelativeAngle,342,342
RelativeAngle,343,343
RelativeAngle,344,344
RelativeAngle,345,345
RelativeAngle,346,346
RelativeAngle,347,347
RelativeAngle,348,348
RelativeAngle,349,349
RelativeAngle,350,350
RelativeAngle,351,351
RelativeAngle,352,352
RelativeAngle,353,353
RelativeAngle,354,354
RelativeAngle,355,355
RelativeAngle,356,356
RelativeAngle,357,357
RelativeAngle,358,358
RelativeAngle,359,359
RelativeAngle,360,360



RelativeAngle,ID,double
RelativeAngle,-001,-1
RelativeAngle,-002,-2
RelativeAngle,-003,-3
RelativeAngle,-004,-4
RelativeAngle,-005,-5
RelativeAngle,-006,-6
RelativeAngle,-007,-7
RelativeAngle,-008,-8
RelativeAngle,-009,-9
RelativeAngle,-010,-10
RelativeAngle,-011,-11
RelativeAngle,-012,-12
RelativeAngle,-013,-13
RelativeAngle,-014,-14
RelativeAngle,-015,-15
RelativeAngle,-016,-16
RelativeAngle,-017,-17
RelativeAngle,-018,-18
RelativeAngle,-019,-19
RelativeAngle,-020,-20
RelativeAngle,-021,-21
RelativeAngle,-022,-22
RelativeAngle,-023,-23
RelativeAngle,-024,-24
RelativeAngle,-025,-25
RelativeAngle,-026,-26
RelativeAngle,-027,-27
RelativeAngle,-028,-28
RelativeAngle,-029,-29
RelativeAngle,-030,-30
RelativeAngle,-031,-31
RelativeAngle,-032,-32
RelativeAngle,-033,-33
RelativeAngle,-034,-34
RelativeAngle,-035,-35
RelativeAngle,-036,-36
RelativeAngle,-037,-37
RelativeAngle,-038,-38
RelativeAngle,-039,-39
RelativeAngle,-040,-40
RelativeAngle,-041,-41
RelativeAngle,-042,-42
RelativeAngle,-043,-43
RelativeAngle,-044,-44
RelativeAngle,-045,-45
RelativeAngle,-046,-46
RelativeAngle,-047,-47
RelativeAngle,-048,-48
RelativeAngle,-049,-49
RelativeAngle,-050,-50
RelativeAngle,-051,-51
RelativeAngle,-052,-52
RelativeAngle,-053,-53
RelativeAngle,-054,-54
RelativeAngle,-055,-55
RelativeAngle,-056,-56
RelativeAngle,-057,-57
RelativeAngle,-058,-58
RelativeAngle,-059,-59
RelativeAngle,-060,-60
RelativeAngle,-061,-61
RelativeAngle,-062,-62
RelativeAngle,-063,-63
RelativeAngle,-064,-64
RelativeAngle,-065,-65
RelativeAngle,-066,-66
RelativeAngle,-067,-67
RelativeAngle,-068,-68
RelativeAngle,-069,-69
RelativeAngle,-070,-70
RelativeAngle,-071,-71
RelativeAngle,-072,-72
RelativeAngle,-073,-73
RelativeAngle,-074,-74
RelativeAngle,-075,-75
RelativeAngle,-076,-76
RelativeAngle,-077,-77
RelativeAngle,-078,-78
RelativeAngle,-079,-79
RelativeAngle,-080,-80
RelativeAngle,-081,-81
RelativeAngle,-082,-82
RelativeAngle,-083,-83
RelativeAngle,-084,-84
RelativeAngle,-085,-85
RelativeAngle,-086,-86
RelativeAngle,-087,-87
RelativeAngle,-088,-88
RelativeAngle,-089,-89
RelativeAngle,-090,-90
RelativeAngle,-091,-91
RelativeAngle,-092,-92
RelativeAngle,-093,-93
RelativeAngle,-094,-94
RelativeAngle,-095,-95
RelativeAngle,-096,-96
RelativeAngle,-097,-97
RelativeAngle,-098,-98
RelativeAngle,-099,-99
RelativeAngle,-100,-100
RelativeAngle,-101,-101
RelativeAngle,-102,-102
RelativeAngle,-103,-103
RelativeAngle,-104,-104
RelativeAngle,-105,-105
RelativeAngle,-106,-106
RelativeAngle,-107,-107
RelativeAngle,-108,-108
RelativeAngle,-109,-109
RelativeAngle,-110,-110
RelativeAngle,-111,-111
RelativeAngle,-112,-112
RelativeAngle,-113,-113
RelativeAngle,-114,-114
RelativeAngle,-115,-115
RelativeAngle,-116,-116
RelativeAngle,-117,-117
RelativeAngle,-118,-118
RelativeAngle,-119,-119
RelativeAngle,-120,-120
RelativeAngle,-121,-121
RelativeAngle,-122,-122
RelativeAngle,-123,-123
RelativeAngle,-124,-124
RelativeAngle,-125,-125
RelativeAngle,-126,-126
RelativeAngle,-127,-127
RelativeAngle,-128,-128
RelativeAngle,-129,-129
RelativeAngle,-130,-130
RelativeAngle,-131,-131
RelativeAngle,-132,-132
RelativeAngle,-133,-133
RelativeAngle,-134,-134
RelativeAngle,-135,-135
RelativeAngle,-136,-136
RelativeAngle,-137,-137
RelativeAngle,-138,-138
RelativeAngle,-139,-139
RelativeAngle,-140,-140
RelativeAngle,-141,-141
RelativeAngle,-142,-142
RelativeAngle,-143,-143
RelativeAngle,-144,-144
RelativeAngle,-145,-145
RelativeAngle,-146,-146
RelativeAngle,-147,-147
RelativeAngle,-148,-148
RelativeAngle,-149,-149
RelativeAngle,-150,-150
RelativeAngle,-151,-151
RelativeAngle,-152,-152
RelativeAngle,-153,-153
RelativeAngle,-154,-154
RelativeAngle,-155,-155
RelativeAngle,-156,-156
RelativeAngle,-157,-157
RelativeAngle,-158,-158
RelativeAngle,-159,-159
RelativeAngle,-160,-160
RelativeAngle,-161,-161
RelativeAngle,-162,-162
RelativeAngle,-163,-163
RelativeAngle,-164,-164
RelativeAngle,-165,-165
RelativeAngle,-166,-166
RelativeAngle,-167,-167
RelativeAngle,-168,-168
RelativeAngle,-169,-169
RelativeAngle,-170,-170
RelativeAngle,-171,-171
RelativeAngle,-172,-172
RelativeAngle,-173,-173
RelativeAngle,-174,-174
RelativeAngle,-175,-175
RelativeAngle,-176,-176
RelativeAngle,-177,-177
RelativeAngle,-178,-178
RelativeAngle,-179,-179
RelativeAngle,-180,-180
RelativeAngle,-181,-181
RelativeAngle,-182,-182
RelativeAngle,-183,-183
RelativeAngle,-184,-184
RelativeAngle,-185,-185
RelativeAngle,-186,-186
RelativeAngle,-187,-187
RelativeAngle,-188,-188
RelativeAngle,-189,-189
RelativeAngle,-190,-190
RelativeAngle,-191,-191
RelativeAngle,-192,-192
RelativeAngle,-193,-193
RelativeAngle,-194,-194
RelativeAngle,-195,-195
RelativeAngle,-196,-196
RelativeAngle,-197,-197
RelativeAngle,-198,-198
RelativeAngle,-199,-199
RelativeAngle,-200,-200
RelativeAngle,-201,-201
RelativeAngle,-202,-202
RelativeAngle,-203,-203
RelativeAngle,-204,-204
RelativeAngle,-205,-205
RelativeAngle,-206,-206
RelativeAngle,-207,-207
RelativeAngle,-208,-208
RelativeAngle,-209,-209
RelativeAngle,-210,-210
RelativeAngle,-211,-211
RelativeAngle,-212,-212
RelativeAngle,-213,-213
RelativeAngle,-214,-214
RelativeAngle,-215,-215
RelativeAngle,-216,-216
RelativeAngle,-217,-217
RelativeAngle,-218,-218
RelativeAngle,-219,-219
RelativeAngle,-220,-220
RelativeAngle,-221,-221
RelativeAngle,-222,-222
RelativeAngle,-223,-223
RelativeAngle,-224,-224
RelativeAngle,-225,-225
RelativeAngle,-226,-226
RelativeAngle,-227,-227
RelativeAngle,-228,-228
RelativeAngle,-229,-229
RelativeAngle,-230,-230
RelativeAngle,-231,-231
RelativeAngle,-232,-232
RelativeAngle,-233,-233
RelativeAngle,-234,-234
RelativeAngle,-235,-235
RelativeAngle,-236,-236
RelativeAngle,-237,-237
RelativeAngle,-238,-238
RelativeAngle,-239,-239
RelativeAngle,-240,-240
RelativeAngle,-241,-241
RelativeAngle,-242,-242
RelativeAngle,-243,-243
RelativeAngle,-244,-244
RelativeAngle,-245,-245
RelativeAngle,-246,-246
RelativeAngle,-247,-247
RelativeAngle,-248,-248
RelativeAngle,-249,-249
RelativeAngle,-250,-250
RelativeAngle,-251,-251
RelativeAngle,-252,-252
RelativeAngle,-253,-253
RelativeAngle,-254,-254
RelativeAngle,-255,-255
RelativeAngle,-256,-256
RelativeAngle,-257,-257
RelativeAngle,-258,-258
RelativeAngle,-259,-259
RelativeAngle,-260,-260
RelativeAngle,-261,-261
RelativeAngle,-262,-262
RelativeAngle,-263,-263
RelativeAngle,-264,-264
RelativeAngle,-265,-265
RelativeAngle,-266,-266
RelativeAngle,-267,-267
RelativeAngle,-268,-268
RelativeAngle,-269,-269
RelativeAngle,-270,-270
RelativeAngle,-271,-271
RelativeAngle,-272,-272
RelativeAngle,-273,-273
RelativeAngle,-274,-274
RelativeAngle,-275,-275
RelativeAngle,-276,-276
RelativeAngle,-277,-277
RelativeAngle,-278,-278
RelativeAngle,-279,-279
RelativeAngle,-280,-280
RelativeAngle,-281,-281
RelativeAngle,-282,-282
RelativeAngle,-283,-283
RelativeAngle,-284,-284
RelativeAngle,-285,-285
RelativeAngle,-286,-286
RelativeAngle,-287,-287
RelativeAngle,-288,-288
RelativeAngle,-289,-289
RelativeAngle,-290,-290
RelativeAngle,-291,-291
RelativeAngle,-292,-292
RelativeAngle,-293,-293
RelativeAngle,-294,-294
RelativeAngle,-295,-295
RelativeAngle,-296,-296
RelativeAngle,-297,-297
RelativeAngle,-298,-298
RelativeAngle,-299,-299
RelativeAngle,-300,-300
RelativeAngle,-301,-301
RelativeAngle,-302,-302
RelativeAngle,-303,-303
RelativeAngle,-304,-304
RelativeAngle,-305,-305
RelativeAngle,-306,-306
RelativeAngle,-307,-307
RelativeAngle,-308,-308
RelativeAngle,-309,-309
RelativeAngle,-310,-310
RelativeAngle,-311,-311
RelativeAngle,-312,-312
RelativeAngle,-313,-313
RelativeAngle,-314,-314
RelativeAngle,-315,-315
RelativeAngle,-316,-316
RelativeAngle,-317,-317
RelativeAngle,-318,-318
RelativeAngle,-319,-319
RelativeAngle,-320,-320
RelativeAngle,-321,-321
RelativeAngle,-322,-322
RelativeAngle,-323,-323
RelativeAngle,-324,-324
RelativeAngle,-325,-325
RelativeAngle,-326,-326
RelativeAngle,-327,-327
RelativeAngle,-328,-328
RelativeAngle,-329,-329
RelativeAngle,-330,-330
RelativeAngle,-331,-331
RelativeAngle,-332,-332
RelativeAngle,-333,-333
RelativeAngle,-334,-334
RelativeAngle,-335,-335
RelativeAngle,-336,-336
RelativeAngle,-337,-337
RelativeAngle,-338,-338
RelativeAngle,-339,-339
RelativeAngle,-340,-340
RelativeAngle,-341,-341
RelativeAngle,-342,-342
RelativeAngle,-343,-343
RelativeAngle,-344,-344
RelativeAngle,-345,-345
RelativeAngle,-346,-346
RelativeAngle,-347,-347
RelativeAngle,-348,-348
RelativeAngle,-349,-349
RelativeAngle,-350,-350
RelativeAngle,-351,-351
RelativeAngle,-352,-352
RelativeAngle,-353,-353
RelativeAngle,-354,-354
RelativeAngle,-355,-355
RelativeAngle,-356,-356
RelativeAngle,-357,-357
RelativeAngle,-358,-358
RelativeAngle,-359,-359
RelativeAngle,-360,-360
