コマンド名,ID,targetAngle
AbsoluteAngle,120,120
AbsoluteAngle,121,121
AbsoluteAngle,122,122
AbsoluteAngle,123,123
AbsoluteAngle,124,124
AbsoluteAngle,125,125
AbsoluteAngle,126,126
AbsoluteAngle,127,127
AbsoluteAngle,128,128
AbsoluteAngle,129,129
AbsoluteAngle,130,130
AbsoluteAngle,131,131
AbsoluteAngle,132,132
AbsoluteAngle,133,133
AbsoluteAngle,134,134
AbsoluteAngle,135,135
AbsoluteAngle,136,136
AbsoluteAngle,137,137
AbsoluteAngle,138,138
AbsoluteAngle,139,139
AbsoluteAngle,140,140
AbsoluteAngle,141,141
AbsoluteAngle,142,142
AbsoluteAngle,143,143
AbsoluteAngle,144,144
AbsoluteAngle,145,145
AbsoluteAngle,146,146
AbsoluteAngle,147,147
AbsoluteAngle,148,148
AbsoluteAngle,149,149
AbsoluteAngle,150,150
AbsoluteAngle,151,151
AbsoluteAngle,152,152
AbsoluteAngle,153,153
AbsoluteAngle,154,154
AbsoluteAngle,155,155
AbsoluteAngle,156,156
AbsoluteAngle,157,157
AbsoluteAngle,158,158
AbsoluteAngle,159,159
AbsoluteAngle,160,160
AbsoluteAngle,161,161
AbsoluteAngle,162,162
AbsoluteAngle,163,163
AbsoluteAngle,164,164
AbsoluteAngle,165,165
AbsoluteAngle,166,166
AbsoluteAngle,167,167
AbsoluteAngle,168,168
AbsoluteAngle,169,169
AbsoluteAngle,170,170
AbsoluteAngle,171,171
AbsoluteAngle,172,172
AbsoluteAngle,173,173
AbsoluteAngle,174,174
AbsoluteAngle,175,175
AbsoluteAngle,176,176
AbsoluteAngle,177,177
AbsoluteAngle,178,178
AbsoluteAngle,179,179
AbsoluteAngle,180,180
AbsoluteAngle,181,181
AbsoluteAngle,182,182
AbsoluteAngle,183,183
AbsoluteAngle,184,184
AbsoluteAngle,185,185
AbsoluteAngle,186,186
AbsoluteAngle,187,187
AbsoluteAngle,188,188
AbsoluteAngle,189,189
AbsoluteAngle,190,190
AbsoluteAngle,191,191
AbsoluteAngle,192,192
AbsoluteAngle,193,193
AbsoluteAngle,194,194
AbsoluteAngle,195,195
AbsoluteAngle,196,196
AbsoluteAngle,197,197
AbsoluteAngle,198,198
AbsoluteAngle,199,199
AbsoluteAngle,200,200
AbsoluteAngle,201,201
AbsoluteAngle,202,202
AbsoluteAngle,203,203
AbsoluteAngle,204,204
AbsoluteAngle,205,205
AbsoluteAngle,206,206
AbsoluteAngle,207,207
AbsoluteAngle,208,208
AbsoluteAngle,209,209
AbsoluteAngle,210,210
AbsoluteAngle,211,211
AbsoluteAngle,212,212
AbsoluteAngle,213,213
AbsoluteAngle,214,214
AbsoluteAngle,215,215
AbsoluteAngle,216,216
AbsoluteAngle,217,217
AbsoluteAngle,218,218
AbsoluteAngle,219,219
AbsoluteAngle,220,220
AbsoluteAngle,221,221
AbsoluteAngle,222,222
AbsoluteAngle,223,223
AbsoluteAngle,224,224
AbsoluteAngle,225,225
AbsoluteAngle,226,226
AbsoluteAngle,227,227
AbsoluteAngle,228,228
AbsoluteAngle,229,229
AbsoluteAngle,230,230
AbsoluteAngle,231,231
AbsoluteAngle,232,232
AbsoluteAngle,233,233
AbsoluteAngle,234,234
AbsoluteAngle,235,235
AbsoluteAngle,236,236
AbsoluteAngle,237,237
AbsoluteAngle,238,238
AbsoluteAngle,239,239
AbsoluteAngle,240,240
AbsoluteAngle,241,241
AbsoluteAngle,242,242
AbsoluteAngle,243,243
AbsoluteAngle,244,244
AbsoluteAngle,245,245
AbsoluteAngle,246,246
AbsoluteAngle,247,247
AbsoluteAngle,248,248
AbsoluteAngle,249,249
AbsoluteAngle,250,250
AbsoluteAngle,251,251
AbsoluteAngle,252,252
AbsoluteAngle,253,253
AbsoluteAngle,254,254
AbsoluteAngle,255,255
AbsoluteAngle,256,256
AbsoluteAngle,257,257
AbsoluteAngle,258,258
AbsoluteAngle,259,259
AbsoluteAngle,260,260
AbsoluteAngle,261,261
AbsoluteAngle,262,262
AbsoluteAngle,263,263
AbsoluteAngle,264,264
AbsoluteAngle,265,265
AbsoluteAngle,266,266
AbsoluteAngle,267,267
AbsoluteAngle,268,268
AbsoluteAngle,269,269
AbsoluteAngle,270,270
AbsoluteAngle,271,271
AbsoluteAngle,272,272
AbsoluteAngle,273,273
AbsoluteAngle,274,274
AbsoluteAngle,275,275
AbsoluteAngle,276,276
AbsoluteAngle,277,277
AbsoluteAngle,278,278
AbsoluteAngle,279,279
AbsoluteAngle,280,280
AbsoluteAngle,281,281
AbsoluteAngle,282,282
AbsoluteAngle,283,283
AbsoluteAngle,284,284
AbsoluteAngle,285,285
AbsoluteAngle,286,286
AbsoluteAngle,287,287
AbsoluteAngle,288,288
AbsoluteAngle,289,289
AbsoluteAngle,290,290
AbsoluteAngle,291,291
AbsoluteAngle,292,292
AbsoluteAngle,293,293
AbsoluteAngle,294,294
AbsoluteAngle,295,295
AbsoluteAngle,296,296
AbsoluteAngle,297,297
AbsoluteAngle,298,298
AbsoluteAngle,299,299
AbsoluteAngle,300,300
AbsoluteAngle,301,301
AbsoluteAngle,302,302
AbsoluteAngle,303,303
AbsoluteAngle,304,304
AbsoluteAngle,305,305
AbsoluteAngle,306,306
AbsoluteAngle,307,307
AbsoluteAngle,308,308
AbsoluteAngle,309,309
AbsoluteAngle,310,310
AbsoluteAngle,311,311
AbsoluteAngle,312,312
AbsoluteAngle,313,313
AbsoluteAngle,314,314
AbsoluteAngle,315,315
AbsoluteAngle,316,316
AbsoluteAngle,317,317
AbsoluteAngle,318,318
AbsoluteAngle,319,319
AbsoluteAngle,320,320
AbsoluteAngle,321,321
AbsoluteAngle,322,322
AbsoluteAngle,323,323
AbsoluteAngle,324,324
AbsoluteAngle,325,325
AbsoluteAngle,326,326
AbsoluteAngle,327,327
AbsoluteAngle,328,328
AbsoluteAngle,329,329
AbsoluteAngle,330,330
AbsoluteAngle,331,331
AbsoluteAngle,332,332
AbsoluteAngle,333,333
AbsoluteAngle,334,334
AbsoluteAngle,335,335
AbsoluteAngle,336,336
AbsoluteAngle,337,337
AbsoluteAngle,338,338
AbsoluteAngle,339,339
AbsoluteAngle,340,340
AbsoluteAngle,341,341
AbsoluteAngle,342,342
AbsoluteAngle,343,343
AbsoluteAngle,344,344
AbsoluteAngle,345,345
AbsoluteAngle,346,346
AbsoluteAngle,347,347
AbsoluteAngle,348,348
AbsoluteAngle,349,349
AbsoluteAngle,350,350
AbsoluteAngle,351,351
AbsoluteAngle,352,352
AbsoluteAngle,353,353
AbsoluteAngle,354,354
AbsoluteAngle,355,355
AbsoluteAngle,356,356
AbsoluteAngle,357,357
AbsoluteAngle,358,358
AbsoluteAngle,359,359
AbsoluteAngle,360,360


AbsoluteAngle,-001,-001
AbsoluteAngle,-002,-002
AbsoluteAngle,-003,-003
AbsoluteAngle,-004,-004
AbsoluteAngle,-005,-005
AbsoluteAngle,-006,-006
AbsoluteAngle,-007,-007
AbsoluteAngle,-008,-008
AbsoluteAngle,-009,-009
AbsoluteAngle,-010,-010
AbsoluteAngle,-011,-011
AbsoluteAngle,-012,-012
AbsoluteAngle,-013,-013
AbsoluteAngle,-014,-014
AbsoluteAngle,-015,-015
AbsoluteAngle,-016,-016
AbsoluteAngle,-017,-017
AbsoluteAngle,-018,-018
AbsoluteAngle,-019,-019
AbsoluteAngle,-020,-020
AbsoluteAngle,-021,-021
AbsoluteAngle,-022,-022
AbsoluteAngle,-023,-023
AbsoluteAngle,-024,-024
AbsoluteAngle,-025,-025
AbsoluteAngle,-026,-026
AbsoluteAngle,-027,-027
AbsoluteAngle,-028,-028
AbsoluteAngle,-029,-029
AbsoluteAngle,-030,-030
AbsoluteAngle,-031,-031
AbsoluteAngle,-032,-032
AbsoluteAngle,-033,-033
AbsoluteAngle,-034,-034
AbsoluteAngle,-035,-035
AbsoluteAngle,-036,-036
AbsoluteAngle,-037,-037
AbsoluteAngle,-038,-038
AbsoluteAngle,-039,-039
AbsoluteAngle,-040,-040
AbsoluteAngle,-041,-041
AbsoluteAngle,-042,-042
AbsoluteAngle,-043,-043
AbsoluteAngle,-044,-044
AbsoluteAngle,-045,-045
AbsoluteAngle,-046,-046
AbsoluteAngle,-047,-047
AbsoluteAngle,-048,-048
AbsoluteAngle,-049,-049
AbsoluteAngle,-050,-050
AbsoluteAngle,-051,-051
AbsoluteAngle,-052,-052
AbsoluteAngle,-053,-053
AbsoluteAngle,-054,-054
AbsoluteAngle,-055,-055
AbsoluteAngle,-056,-056
AbsoluteAngle,-057,-057
AbsoluteAngle,-058,-058
AbsoluteAngle,-059,-059
AbsoluteAngle,-060,-060
AbsoluteAngle,-061,-061
AbsoluteAngle,-062,-062
AbsoluteAngle,-063,-063
AbsoluteAngle,-064,-064
AbsoluteAngle,-065,-065
AbsoluteAngle,-066,-066
AbsoluteAngle,-067,-067
AbsoluteAngle,-068,-068
AbsoluteAngle,-069,-069
AbsoluteAngle,-070,-070
AbsoluteAngle,-071,-071
AbsoluteAngle,-072,-072
AbsoluteAngle,-073,-073
AbsoluteAngle,-074,-074
AbsoluteAngle,-075,-075
AbsoluteAngle,-076,-076
AbsoluteAngle,-077,-077
AbsoluteAngle,-078,-078
AbsoluteAngle,-079,-079
AbsoluteAngle,-080,-080
AbsoluteAngle,-081,-081
AbsoluteAngle,-082,-082
AbsoluteAngle,-083,-083
AbsoluteAngle,-084,-084
AbsoluteAngle,-085,-085
AbsoluteAngle,-086,-086
AbsoluteAngle,-087,-087
AbsoluteAngle,-088,-088
AbsoluteAngle,-089,-089
AbsoluteAngle,-090,-090
AbsoluteAngle,-091,-091
AbsoluteAngle,-092,-092
AbsoluteAngle,-093,-093
AbsoluteAngle,-094,-094
AbsoluteAngle,-095,-095
AbsoluteAngle,-096,-096
AbsoluteAngle,-097,-097
AbsoluteAngle,-098,-098
AbsoluteAngle,-099,-099
AbsoluteAngle,-100,-100
AbsoluteAngle,-101,-101
AbsoluteAngle,-102,-102
AbsoluteAngle,-103,-103
AbsoluteAngle,-104,-104
AbsoluteAngle,-105,-105
AbsoluteAngle,-106,-106
AbsoluteAngle,-107,-107
AbsoluteAngle,-108,-108
AbsoluteAngle,-109,-109
AbsoluteAngle,-110,-110
AbsoluteAngle,-111,-111
AbsoluteAngle,-112,-112
AbsoluteAngle,-113,-113
AbsoluteAngle,-114,-114
AbsoluteAngle,-115,-115
AbsoluteAngle,-116,-116
AbsoluteAngle,-117,-117
AbsoluteAngle,-118,-118
AbsoluteAngle,-119,-119
AbsoluteAngle,-120,-120
AbsoluteAngle,-121,-121
AbsoluteAngle,-122,-122
AbsoluteAngle,-123,-123
AbsoluteAngle,-124,-124
AbsoluteAngle,-125,-125
AbsoluteAngle,-126,-126
AbsoluteAngle,-127,-127
AbsoluteAngle,-128,-128
AbsoluteAngle,-129,-129
AbsoluteAngle,-130,-130
AbsoluteAngle,-131,-131
AbsoluteAngle,-132,-132
AbsoluteAngle,-133,-133
AbsoluteAngle,-134,-134
AbsoluteAngle,-135,-135
AbsoluteAngle,-136,-136
AbsoluteAngle,-137,-137
AbsoluteAngle,-138,-138
AbsoluteAngle,-139,-139
AbsoluteAngle,-140,-140
AbsoluteAngle,-141,-141
AbsoluteAngle,-142,-142
AbsoluteAngle,-143,-143
AbsoluteAngle,-144,-144
AbsoluteAngle,-145,-145
AbsoluteAngle,-146,-146
AbsoluteAngle,-147,-147
AbsoluteAngle,-148,-148
AbsoluteAngle,-149,-149
AbsoluteAngle,-150,-150
AbsoluteAngle,-151,-151
AbsoluteAngle,-152,-152
AbsoluteAngle,-153,-153
AbsoluteAngle,-154,-154
AbsoluteAngle,-155,-155
AbsoluteAngle,-156,-156
AbsoluteAngle,-157,-157
AbsoluteAngle,-158,-158
AbsoluteAngle,-159,-159
AbsoluteAngle,-160,-160
AbsoluteAngle,-161,-161
AbsoluteAngle,-162,-162
AbsoluteAngle,-163,-163
AbsoluteAngle,-164,-164
AbsoluteAngle,-165,-165
AbsoluteAngle,-166,-166
AbsoluteAngle,-167,-167
AbsoluteAngle,-168,-168
AbsoluteAngle,-169,-169
AbsoluteAngle,-170,-170
AbsoluteAngle,-171,-171
AbsoluteAngle,-172,-172
AbsoluteAngle,-173,-173
AbsoluteAngle,-174,-174
AbsoluteAngle,-175,-175
AbsoluteAngle,-176,-176
AbsoluteAngle,-177,-177
AbsoluteAngle,-178,-178
AbsoluteAngle,-179,-179
AbsoluteAngle,-180,-180
AbsoluteAngle,-181,-181
AbsoluteAngle,-182,-182
AbsoluteAngle,-183,-183
AbsoluteAngle,-184,-184
AbsoluteAngle,-185,-185
AbsoluteAngle,-186,-186
AbsoluteAngle,-187,-187
AbsoluteAngle,-188,-188
AbsoluteAngle,-189,-189
AbsoluteAngle,-190,-190
AbsoluteAngle,-191,-191
AbsoluteAngle,-192,-192
AbsoluteAngle,-193,-193
AbsoluteAngle,-194,-194
AbsoluteAngle,-195,-195
AbsoluteAngle,-196,-196
AbsoluteAngle,-197,-197
AbsoluteAngle,-198,-198
AbsoluteAngle,-199,-199
AbsoluteAngle,-200,-200
AbsoluteAngle,-201,-201
AbsoluteAngle,-202,-202
AbsoluteAngle,-203,-203
AbsoluteAngle,-204,-204
AbsoluteAngle,-205,-205
AbsoluteAngle,-206,-206
AbsoluteAngle,-207,-207
AbsoluteAngle,-208,-208
AbsoluteAngle,-209,-209
AbsoluteAngle,-210,-210
AbsoluteAngle,-211,-211
AbsoluteAngle,-212,-212
AbsoluteAngle,-213,-213
AbsoluteAngle,-214,-214
AbsoluteAngle,-215,-215
AbsoluteAngle,-216,-216
AbsoluteAngle,-217,-217
AbsoluteAngle,-218,-218
AbsoluteAngle,-219,-219
AbsoluteAngle,-220,-220
AbsoluteAngle,-221,-221
AbsoluteAngle,-222,-222
AbsoluteAngle,-223,-223
AbsoluteAngle,-224,-224
AbsoluteAngle,-225,-225
AbsoluteAngle,-226,-226
AbsoluteAngle,-227,-227
AbsoluteAngle,-228,-228
AbsoluteAngle,-229,-229
AbsoluteAngle,-230,-230
AbsoluteAngle,-231,-231
AbsoluteAngle,-232,-232
AbsoluteAngle,-233,-233
AbsoluteAngle,-234,-234
AbsoluteAngle,-235,-235
AbsoluteAngle,-236,-236
AbsoluteAngle,-237,-237
AbsoluteAngle,-238,-238
AbsoluteAngle,-239,-239
AbsoluteAngle,-240,-240
AbsoluteAngle,-241,-241
AbsoluteAngle,-242,-242
AbsoluteAngle,-243,-243
AbsoluteAngle,-244,-244
AbsoluteAngle,-245,-245
AbsoluteAngle,-246,-246
AbsoluteAngle,-247,-247
AbsoluteAngle,-248,-248
AbsoluteAngle,-249,-249
AbsoluteAngle,-250,-250
AbsoluteAngle,-251,-251
AbsoluteAngle,-252,-252
AbsoluteAngle,-253,-253
AbsoluteAngle,-254,-254
AbsoluteAngle,-255,-255
AbsoluteAngle,-256,-256
AbsoluteAngle,-257,-257
AbsoluteAngle,-258,-258
AbsoluteAngle,-259,-259
AbsoluteAngle,-260,-260
AbsoluteAngle,-261,-261
AbsoluteAngle,-262,-262
AbsoluteAngle,-263,-263
AbsoluteAngle,-264,-264
AbsoluteAngle,-265,-265
AbsoluteAngle,-266,-266
AbsoluteAngle,-267,-267
AbsoluteAngle,-268,-268
AbsoluteAngle,-269,-269
AbsoluteAngle,-270,-270
AbsoluteAngle,-271,-271
AbsoluteAngle,-272,-272
AbsoluteAngle,-273,-273
AbsoluteAngle,-274,-274
AbsoluteAngle,-275,-275
AbsoluteAngle,-276,-276
AbsoluteAngle,-277,-277
AbsoluteAngle,-278,-278
AbsoluteAngle,-279,-279
AbsoluteAngle,-280,-280
AbsoluteAngle,-281,-281
AbsoluteAngle,-282,-282
AbsoluteAngle,-283,-283
AbsoluteAngle,-284,-284
AbsoluteAngle,-285,-285
AbsoluteAngle,-286,-286
AbsoluteAngle,-287,-287
AbsoluteAngle,-288,-288
AbsoluteAngle,-289,-289
AbsoluteAngle,-290,-290
AbsoluteAngle,-291,-291
AbsoluteAngle,-292,-292
AbsoluteAngle,-293,-293
AbsoluteAngle,-294,-294
AbsoluteAngle,-295,-295
AbsoluteAngle,-296,-296
AbsoluteAngle,-297,-297
AbsoluteAngle,-298,-298
AbsoluteAngle,-299,-299
AbsoluteAngle,-300,-300
AbsoluteAngle,-301,-301
AbsoluteAngle,-302,-302
AbsoluteAngle,-303,-303
AbsoluteAngle,-304,-304
AbsoluteAngle,-305,-305
AbsoluteAngle,-306,-306
AbsoluteAngle,-307,-307
AbsoluteAngle,-308,-308
AbsoluteAngle,-309,-309
AbsoluteAngle,-310,-310
AbsoluteAngle,-311,-311
AbsoluteAngle,-312,-312
AbsoluteAngle,-313,-313
AbsoluteAngle,-314,-314
AbsoluteAngle,-315,-315
AbsoluteAngle,-316,-316
AbsoluteAngle,-317,-317
AbsoluteAngle,-318,-318
AbsoluteAngle,-319,-319
AbsoluteAngle,-320,-320
AbsoluteAngle,-321,-321
AbsoluteAngle,-322,-322
AbsoluteAngle,-323,-323
AbsoluteAngle,-324,-324
AbsoluteAngle,-325,-325
AbsoluteAngle,-326,-326
AbsoluteAngle,-327,-327
AbsoluteAngle,-328,-328
AbsoluteAngle,-329,-329
AbsoluteAngle,-330,-330
AbsoluteAngle,-331,-331
AbsoluteAngle,-332,-332
AbsoluteAngle,-333,-333
AbsoluteAngle,-334,-334
AbsoluteAngle,-335,-335
AbsoluteAngle,-336,-336
AbsoluteAngle,-337,-337
AbsoluteAngle,-338,-338
AbsoluteAngle,-339,-339
AbsoluteAngle,-340,-340
AbsoluteAngle,-341,-341
AbsoluteAngle,-342,-342
AbsoluteAngle,-343,-343
AbsoluteAngle,-344,-344
AbsoluteAngle,-345,-345
AbsoluteAngle,-346,-346
AbsoluteAngle,-347,-347
AbsoluteAngle,-348,-348
AbsoluteAngle,-349,-349
AbsoluteAngle,-350,-350
AbsoluteAngle,-351,-351
AbsoluteAngle,-352,-352
AbsoluteAngle,-353,-353
AbsoluteAngle,-354,-354
AbsoluteAngle,-355,-355
AbsoluteAngle,-356,-356
AbsoluteAngle,-357,-357
AbsoluteAngle,-358,-358
AbsoluteAngle,-359,-359
AbsoluteAngle,-360,-360
